"country.code","cc3","country","flow","primary","secondary","tretiary","value"
"ZA","ZAF","South Africa","Imports","Machinery and transport equipment","Transport equipment","Automotive products",6316.478642
"ZA","ZAF","South Africa","Imports","Textiles",NA,NA,1174.309952
"KR","KOR","South Korea","Exports","Chemicals","Pharmaceuticals",NA,2313.498091
"KR","KOR","South Korea","Exports","Clothing",NA,NA,2117.853587
"KR","KOR","South Korea","Exports","Fuels and mining products","Fuels",NA,33123.684378
"KR","KOR","South Korea","Exports","Iron and steel",NA,NA,23321.644607
"KR","KOR","South Korea","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",11827.32692
"KR","KOR","South Korea","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",57351.149304
"KR","KOR","South Korea","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",40875.225331
"KR","KOR","South Korea","Exports","Machinery and transport equipment","Transport equipment","Automotive products",70948.338158
"KR","KOR","South Korea","Exports","Textiles",NA,NA,10644.804768
"KR","KOR","South Korea","Imports","Chemicals","Pharmaceuticals",NA,5204.260833
"KR","KOR","South Korea","Imports","Clothing",NA,NA,8516.631456
"KR","KOR","South Korea","Imports","Fuels and mining products","Fuels",NA,103400.935307
"KR","KOR","South Korea","Imports","Iron and steel",NA,NA,15568.595589
"KR","KOR","South Korea","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",9642.100533
"KR","KOR","South Korea","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",36160.377509
"KR","KOR","South Korea","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",16347.381861
"KR","KOR","South Korea","Imports","Machinery and transport equipment","Transport equipment","Automotive products",15127.20372
"KR","KOR","South Korea","Imports","Textiles",NA,NA,5167.71238
"ES","ESP","Spain","Exports","Chemicals","Pharmaceuticals",NA,12131.588247
"ES","ESP","Spain","Exports","Clothing",NA,NA,11789.683331
"ES","ESP","Spain","Exports","Fuels and mining products","Fuels",NA,18813.216159
"ES","ESP","Spain","Exports","Iron and steel",NA,NA,8572.280683
"ES","ESP","Spain","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",1118.358907
"ES","ESP","Spain","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",384.748417
"ES","ESP","Spain","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",2105.757052
"ES","ESP","Spain","Exports","Machinery and transport equipment","Transport equipment","Automotive products",53611.364352
"ES","ESP","Spain","Exports","Textiles",NA,NA,3893.785854
"ES","ESP","Spain","Imports","Chemicals","Pharmaceuticals",NA,15340.121383
"ES","ESP","Spain","Imports","Clothing",NA,NA,16366.804288
"ES","ESP","Spain","Imports","Fuels and mining products","Fuels",NA,42754.403927
"ES","ESP","Spain","Imports","Iron and steel",NA,NA,7679.339201
"ES","ESP","Spain","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",5700.567577
"ES","ESP","Spain","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",901.330454
"ES","ESP","Spain","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",8925.635225
"ES","ESP","Spain","Imports","Machinery and transport equipment","Transport equipment","Automotive products",41434.492483
"ES","ESP","Spain","Imports","Textiles",NA,NA,4267.458311
"LK","LKA","Sri Lanka","Exports","Chemicals","Pharmaceuticals",NA,6.797335
"LK","LKA","Sri Lanka","Exports","Clothing",NA,NA,4771.501792
"LK","LKA","Sri Lanka","Exports","Fuels and mining products","Fuels",NA,184.497207
"LK","LKA","Sri Lanka","Exports","Iron and steel",NA,NA,3.236997
"LK","LKA","Sri Lanka","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",5.279429
"LK","LKA","Sri Lanka","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",8.558729
"LK","LKA","Sri Lanka","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",15.731412
"LK","LKA","Sri Lanka","Exports","Machinery and transport equipment","Transport equipment","Automotive products",13.469014
"LK","LKA","Sri Lanka","Exports","Textiles",NA,NA,285.391002
"LK","LKA","Sri Lanka","Imports","Chemicals","Pharmaceuticals",NA,422.645061
"LK","LKA","Sri Lanka","Imports","Clothing",NA,NA,339.895327
"LK","LKA","Sri Lanka","Imports","Fuels and mining products","Fuels",NA,2652.869457
"LK","LKA","Sri Lanka","Imports","Iron and steel",NA,NA,667.794614
"LK","LKA","Sri Lanka","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",232.617168
"LK","LKA","Sri Lanka","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",39.370506
"LK","LKA","Sri Lanka","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",545.261314
"LK","LKA","Sri Lanka","Imports","Machinery and transport equipment","Transport equipment","Automotive products",1958.180222
"LK","LKA","Sri Lanka","Imports","Textiles",NA,NA,2189.599993
"VC","VCT","St. Vincent & Grenadines","Exports","Chemicals","Pharmaceuticals",NA,0.007303
"VC","VCT","St. Vincent & Grenadines","Exports","Clothing",NA,NA,0.305297
"VC","VCT","St. Vincent & Grenadines","Exports","Fuels and mining products","Fuels",NA,0.011439
"VC","VCT","St. Vincent & Grenadines","Exports","Iron and steel",NA,NA,1.528517
"VC","VCT","St. Vincent & Grenadines","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",0.085986
"VC","VCT","St. Vincent & Grenadines","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.094003
"VC","VCT","St. Vincent & Grenadines","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",0.622377
"VC","VCT","St. Vincent & Grenadines","Exports","Machinery and transport equipment","Transport equipment","Automotive products",0.356256
"VC","VCT","St. Vincent & Grenadines","Exports","Textiles",NA,NA,0.015873
"VC","VCT","St. Vincent & Grenadines","Imports","Chemicals","Pharmaceuticals",NA,4.31311
"VC","VCT","St. Vincent & Grenadines","Imports","Clothing",NA,NA,6.872351
"VC","VCT","St. Vincent & Grenadines","Imports","Fuels and mining products","Fuels",NA,40.107696
"VC","VCT","St. Vincent & Grenadines","Imports","Iron and steel",NA,NA,6.918069
"VC","VCT","St. Vincent & Grenadines","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",3.834469
"VC","VCT","St. Vincent & Grenadines","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",1.051864
"VC","VCT","St. Vincent & Grenadines","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",10.287987
"VC","VCT","St. Vincent & Grenadines","Imports","Machinery and transport equipment","Transport equipment","Automotive products",13.192127
"VC","VCT","St. Vincent & Grenadines","Imports","Textiles",NA,NA,4.312909
"SD","SDN","Sudan","Exports","Chemicals","Pharmaceuticals",NA,0.073424
"SD","SDN","Sudan","Exports","Clothing",NA,NA,0.007471
"SD","SDN","Sudan","Exports","Fuels and mining products","Fuels",NA,627.182
"SD","SDN","Sudan","Exports","Iron and steel",NA,NA,1.395354
"SD","SDN","Sudan","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",0.035
"SD","SDN","Sudan","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",0.261481
"SD","SDN","Sudan","Exports","Machinery and transport equipment","Transport equipment","Automotive products",0.149433
"SD","SDN","Sudan","Exports","Textiles",NA,NA,0.434871
"SD","SDN","Sudan","Imports","Chemicals","Pharmaceuticals",NA,507.497041
"SD","SDN","Sudan","Imports","Clothing",NA,NA,177.148645
"SD","SDN","Sudan","Imports","Fuels and mining products","Fuels",NA,203.630751
"SD","SDN","Sudan","Imports","Iron and steel",NA,NA,357.441116
"SD","SDN","Sudan","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",39.844459
"SD","SDN","Sudan","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",1.651196
"SD","SDN","Sudan","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",149.757562
"SD","SDN","Sudan","Imports","Machinery and transport equipment","Transport equipment","Automotive products",763.792842
"SD","SDN","Sudan","Imports","Textiles",NA,NA,318.645365
"SR","SUR","Suriname","Exports","Chemicals","Pharmaceuticals",NA,0.509681
"SR","SUR","Suriname","Exports","Clothing",NA,NA,0.37785
"SR","SUR","Suriname","Exports","Fuels and mining products","Fuels",NA,88.578612
"SR","SUR","Suriname","Exports","Iron and steel",NA,NA,0.324612
"SR","SUR","Suriname","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",0.417807
"SR","SUR","Suriname","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.018921
"SR","SUR","Suriname","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",0.354676
"SR","SUR","Suriname","Exports","Machinery and transport equipment","Transport equipment","Automotive products",1.865935
"SR","SUR","Suriname","Exports","Textiles",NA,NA,0.083848
"SR","SUR","Suriname","Imports","Chemicals","Pharmaceuticals",NA,15.471031
"SR","SUR","Suriname","Imports","Clothing",NA,NA,15.173618
"SR","SUR","Suriname","Imports","Fuels and mining products","Fuels",NA,235.25812
"SR","SUR","Suriname","Imports","Iron and steel",NA,NA,61.022055
"SR","SUR","Suriname","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",28.055984
"SR","SUR","Suriname","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",5.213028
"SR","SUR","Suriname","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",45.022293
"SR","SUR","Suriname","Imports","Machinery and transport equipment","Transport equipment","Automotive products",150.240536
"SR","SUR","Suriname","Imports","Textiles",NA,NA,15.883171
"SE","SWE","Sweden","Exports","Chemicals","Pharmaceuticals",NA,8432.543597
"SE","SWE","Sweden","Exports","Clothing",NA,NA,1844.72195
"SE","SWE","Sweden","Exports","Fuels and mining products","Fuels",NA,9215.62297
"SE","SWE","Sweden","Exports","Iron and steel",NA,NA,5973.369361
"SE","SWE","Sweden","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",1992.000385
"SE","SWE","Sweden","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",326.906681
"SE","SWE","Sweden","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",7626.914161
"SE","SWE","Sweden","Exports","Machinery and transport equipment","Transport equipment","Automotive products",17355.039816
"SE","SWE","Sweden","Exports","Textiles",NA,NA,833.366858
"SE","SWE","Sweden","Imports","Chemicals","Pharmaceuticals",NA,3968.279478
"SE","SWE","Sweden","Imports","Clothing",NA,NA,4197.385609
"SE","SWE","Sweden","Imports","Fuels and mining products","Fuels",NA,13471.867462
"SE","SWE","Sweden","Imports","Iron and steel",NA,NA,3910.791177
"SE","SWE","Sweden","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",4465.794038
"SE","SWE","Sweden","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",766.899697
"SE","SWE","Sweden","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",8769.286404
"SE","SWE","Sweden","Imports","Machinery and transport equipment","Transport equipment","Automotive products",14981.326739
"SE","SWE","Sweden","Imports","Textiles",NA,NA,1309.194079
"CH","CHE","Switzerland","Exports","Chemicals","Pharmaceuticals",NA,64881.918798
"CH","CHE","Switzerland","Exports","Clothing",NA,NA,1344.136115
"CH","CHE","Switzerland","Exports","Fuels and mining products","Fuels",NA,2771.860398
"CH","CHE","Switzerland","Exports","Iron and steel",NA,NA,1559.279369
"CH","CHE","Switzerland","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",958.382737
"CH","CHE","Switzerland","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",1054.675699
"CH","CHE","Switzerland","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",1074.247991
"CH","CHE","Switzerland","Exports","Machinery and transport equipment","Transport equipment","Automotive products",2132.41113
"CH","CHE","Switzerland","Exports","Textiles",NA,NA,1064.060448
"CH","CHE","Switzerland","Imports","Chemicals","Pharmaceuticals",NA,23091.685062
"CH","CHE","Switzerland","Imports","Clothing",NA,NA,5613.819434
"CH","CHE","Switzerland","Imports","Fuels and mining products","Fuels",NA,8922.760528
"CH","CHE","Switzerland","Imports","Iron and steel",NA,NA,2719.134054
"CH","CHE","Switzerland","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",4486.619552
"CH","CHE","Switzerland","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",1244.574642
"CH","CHE","Switzerland","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",4741.688904
"CH","CHE","Switzerland","Imports","Machinery and transport equipment","Transport equipment","Automotive products",13658.967585
"CH","CHE","Switzerland","Imports","Textiles",NA,NA,1915.940112
"TW","TWN","Taiwan","Exports","Chemicals","Pharmaceuticals",NA,506.990575
"TW","TWN","Taiwan","Exports","Clothing",NA,NA,846.533126
"TW","TWN","Taiwan","Exports","Fuels and mining products","Fuels",NA,11570.774908
"TW","TWN","Taiwan","Exports","Iron and steel",NA,NA,8919.256304
"TW","TWN","Taiwan","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",9596.435441
"TW","TWN","Taiwan","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",77854.081061
"TW","TWN","Taiwan","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",13603.75023
"TW","TWN","Taiwan","Exports","Machinery and transport equipment","Transport equipment","Automotive products",6711.193676
"TW","TWN","Taiwan","Exports","Textiles",NA,NA,9678.411298
"TW","TWN","Taiwan","Imports","Chemicals","Pharmaceuticals",NA,2954.316713
"TW","TWN","Taiwan","Imports","Clothing",NA,NA,1929.743233
"TW","TWN","Taiwan","Imports","Fuels and mining products","Fuels",NA,37563.07942
"TW","TWN","Taiwan","Imports","Iron and steel",NA,NA,6676.7031
"TW","TWN","Taiwan","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",4917.98219
"TW","TWN","Taiwan","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",34540.350427
"TW","TWN","Taiwan","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",7451.867286
"TW","TWN","Taiwan","Imports","Machinery and transport equipment","Transport equipment","Automotive products",6654.417339
"TW","TWN","Taiwan","Imports","Textiles",NA,NA,1270.688526
"TZ","TZA","Tanzania","Exports","Chemicals","Pharmaceuticals",NA,0.90126
"TZ","TZA","Tanzania","Exports","Clothing",NA,NA,21.899637
"TZ","TZA","Tanzania","Exports","Fuels and mining products","Fuels",NA,128.545435
"TZ","TZA","Tanzania","Exports","Iron and steel",NA,NA,19.068398
"TZ","TZA","Tanzania","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",2.250794
"TZ","TZA","Tanzania","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.271333
"TZ","TZA","Tanzania","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",353.267897
"TZ","TZA","Tanzania","Exports","Machinery and transport equipment","Transport equipment","Automotive products",8.080724
"TZ","TZA","Tanzania","Exports","Textiles",NA,NA,265.353674
"TZ","TZA","Tanzania","Imports","Chemicals","Pharmaceuticals",NA,409.569062
"TZ","TZA","Tanzania","Imports","Clothing",NA,NA,71.249856
"TZ","TZA","Tanzania","Imports","Fuels and mining products","Fuels",NA,2504.293374
"TZ","TZA","Tanzania","Imports","Iron and steel",NA,NA,425.900918
"TZ","TZA","Tanzania","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",117.675472
"TZ","TZA","Tanzania","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",28.916066
"TZ","TZA","Tanzania","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",226.947304
"TZ","TZA","Tanzania","Imports","Machinery and transport equipment","Transport equipment","Automotive products",760.030615
"TZ","TZA","Tanzania","Imports","Textiles",NA,NA,136.893968
"TH","THA","Thailand","Exports","Chemicals","Pharmaceuticals",NA,499.662076
"TH","THA","Thailand","Exports","Clothing",NA,NA,3710.05737
"TH","THA","Thailand","Exports","Fuels and mining products","Fuels",NA,8293.700407
"TH","THA","Thailand","Exports","Iron and steel",NA,NA,1313.588532
"TH","THA","Thailand","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",17804.027243
"TH","THA","Thailand","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",8556.00551
"TH","THA","Thailand","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",8260.251761
"TH","THA","Thailand","Exports","Machinery and transport equipment","Transport equipment","Automotive products",26665.597225
"TH","THA","Thailand","Exports","Textiles",NA,NA,3468.164038
"TH","THA","Thailand","Imports","Chemicals","Pharmaceuticals",NA,2365.140798
"TH","THA","Thailand","Imports","Clothing",NA,NA,945.152344
"TH","THA","Thailand","Imports","Fuels and mining products","Fuels",NA,30181.46839
"TH","THA","Thailand","Imports","Iron and steel",NA,NA,10655.458506
"TH","THA","Thailand","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",7464.019307
"TH","THA","Thailand","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",10822.103029
"TH","THA","Thailand","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",9220.428566
"TH","THA","Thailand","Imports","Machinery and transport equipment","Transport equipment","Automotive products",8343.627554
"TH","THA","Thailand","Imports","Textiles",NA,NA,2861.309326
"TG","TGO","Togo","Exports","Chemicals","Pharmaceuticals",NA,3.866634
"TG","TGO","Togo","Exports","Clothing",NA,NA,0.829534
"TG","TGO","Togo","Exports","Fuels and mining products","Fuels",NA,9.687728
"TG","TGO","Togo","Exports","Iron and steel",NA,NA,23.070051
"TG","TGO","Togo","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",0.664943
"TG","TGO","Togo","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.03835
"TG","TGO","Togo","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",0.101509
"TG","TGO","Togo","Exports","Machinery and transport equipment","Transport equipment","Automotive products",10.740935
"TG","TGO","Togo","Exports","Textiles",NA,NA,19.630995
"TG","TGO","Togo","Imports","Chemicals","Pharmaceuticals",NA,100.664734
"TG","TGO","Togo","Imports","Clothing",NA,NA,9.229393
"TG","TGO","Togo","Imports","Fuels and mining products","Fuels",NA,245.689369
"TG","TGO","Togo","Imports","Iron and steel",NA,NA,73.557408
"TG","TGO","Togo","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",9.697918
"TG","TGO","Togo","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",7.86507
"TG","TGO","Togo","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",39.660731
"TG","TGO","Togo","Imports","Machinery and transport equipment","Transport equipment","Automotive products",99.262634
"TG","TGO","Togo","Imports","Textiles",NA,NA,90.848046
"TO","TON","Tonga","Exports","Chemicals","Pharmaceuticals",NA,0.004727
"TO","TON","Tonga","Exports","Clothing",NA,NA,0.014175
"TO","TON","Tonga","Exports","Fuels and mining products","Fuels",NA,1.488858
"TO","TON","Tonga","Exports","Iron and steel",NA,NA,9.2e-05
"TO","TON","Tonga","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",0.052611
"TO","TON","Tonga","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.000281
"TO","TON","Tonga","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",0.057743
"TO","TON","Tonga","Exports","Machinery and transport equipment","Transport equipment","Automotive products",0.043673
"TO","TON","Tonga","Exports","Textiles",NA,NA,0.003471
"TO","TON","Tonga","Imports","Chemicals","Pharmaceuticals",NA,1.750709
"TO","TON","Tonga","Imports","Clothing",NA,NA,2.122784
"TO","TON","Tonga","Imports","Fuels and mining products","Fuels",NA,26.196658
"TO","TON","Tonga","Imports","Iron and steel",NA,NA,2.098398
"TO","TON","Tonga","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",3.304231
"TO","TON","Tonga","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",10.784727
"TO","TON","Tonga","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",7.233253
"TO","TON","Tonga","Imports","Machinery and transport equipment","Transport equipment","Automotive products",17.060279
"TO","TON","Tonga","Imports","Textiles",NA,NA,1.547687
"TT","TTO","Trinidad & Tobago","Exports","Chemicals","Pharmaceuticals",NA,1.887817
"TT","TTO","Trinidad & Tobago","Exports","Clothing",NA,NA,3.870651
"TT","TTO","Trinidad & Tobago","Exports","Fuels and mining products","Fuels",NA,4657.320011
"TT","TTO","Trinidad & Tobago","Exports","Iron and steel",NA,NA,580.026549
"TT","TTO","Trinidad & Tobago","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",2.499573
"TT","TTO","Trinidad & Tobago","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.698898
"TT","TTO","Trinidad & Tobago","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",6.569668
"TT","TTO","Trinidad & Tobago","Exports","Machinery and transport equipment","Transport equipment","Automotive products",3.006893
"TT","TTO","Trinidad & Tobago","Exports","Textiles",NA,NA,6.004342
"TT","TTO","Trinidad & Tobago","Imports","Chemicals","Pharmaceuticals",NA,145.336045
"TT","TTO","Trinidad & Tobago","Imports","Clothing",NA,NA,58.598722
"TT","TTO","Trinidad & Tobago","Imports","Fuels and mining products","Fuels",NA,2693.044964
"TT","TTO","Trinidad & Tobago","Imports","Iron and steel",NA,NA,328.479598
"TT","TTO","Trinidad & Tobago","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",125.409186
"TT","TTO","Trinidad & Tobago","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",6.840833
"TT","TTO","Trinidad & Tobago","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",289.787477
"TT","TTO","Trinidad & Tobago","Imports","Machinery and transport equipment","Transport equipment","Automotive products",655.276614
"TT","TTO","Trinidad & Tobago","Imports","Textiles",NA,NA,71.612919
"TN","TUN","Tunisia","Exports","Chemicals","Pharmaceuticals",NA,47.965538
"TN","TUN","Tunisia","Exports","Clothing",NA,NA,2176.464594
"TN","TUN","Tunisia","Exports","Fuels and mining products","Fuels",NA,1014.655872
"TN","TUN","Tunisia","Exports","Iron and steel",NA,NA,72.388825
"TN","TUN","Tunisia","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",73.315182
"TN","TUN","Tunisia","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",87.537254
"TN","TUN","Tunisia","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",536.552454
"TN","TUN","Tunisia","Exports","Machinery and transport equipment","Transport equipment","Automotive products",421.004067
"TN","TUN","Tunisia","Exports","Textiles",NA,NA,371.789227
"TN","TUN","Tunisia","Imports","Chemicals","Pharmaceuticals",NA,548.369529
"TN","TUN","Tunisia","Imports","Clothing",NA,NA,417.41239
"TN","TUN","Tunisia","Imports","Fuels and mining products","Fuels",NA,2874.479713
"TN","TUN","Tunisia","Imports","Iron and steel",NA,NA,686.136659
"TN","TUN","Tunisia","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",373.517382
"TN","TUN","Tunisia","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",276.304682
"TN","TUN","Tunisia","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",440.888297
"TN","TUN","Tunisia","Imports","Machinery and transport equipment","Transport equipment","Automotive products",1576.992036
"TN","TUN","Tunisia","Imports","Textiles",NA,NA,1417.684089
"TR","TUR","Turkey","Exports","Chemicals","Pharmaceuticals",NA,931.735921
"TR","TUR","Turkey","Exports","Clothing",NA,NA,15120.787791
"TR","TUR","Turkey","Exports","Fuels and mining products","Fuels",NA,4298.365909
"TR","TUR","Turkey","Exports","Iron and steel",NA,NA,7890.403842
"TR","TUR","Turkey","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",197.606134
"TR","TUR","Turkey","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",45.874015
"TR","TUR","Turkey","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",1888.230476
"TR","TUR","Turkey","Exports","Machinery and transport equipment","Transport equipment","Automotive products",16965.158607
"TR","TUR","Turkey","Exports","Textiles",NA,NA,10952.168284
"TR","TUR","Turkey","Imports","Chemicals","Pharmaceuticals",NA,4612.338999
"TR","TUR","Turkey","Imports","Clothing",NA,NA,3015.623076
"TR","TUR","Turkey","Imports","Fuels and mining products","Fuels",NA,30221.666
"TR","TUR","Turkey","Imports","Iron and steel",NA,NA,10381.554713
"TR","TUR","Turkey","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",3180.001933
"TR","TUR","Turkey","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",1142.623308
"TR","TUR","Turkey","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",7507.675318
"TR","TUR","Turkey","Imports","Machinery and transport equipment","Transport equipment","Automotive products",19588.53782
"TR","TUR","Turkey","Imports","Textiles",NA,NA,6231.926202
"UG","UGA","Uganda","Exports","Chemicals","Pharmaceuticals",NA,12.320487
"UG","UGA","Uganda","Exports","Clothing",NA,NA,3.52548
"UG","UGA","Uganda","Exports","Fuels and mining products","Fuels",NA,149.025121
"UG","UGA","Uganda","Exports","Iron and steel",NA,NA,105.633712
"UG","UGA","Uganda","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",7.796624
"UG","UGA","Uganda","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.64702
"UG","UGA","Uganda","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",24.547709
"UG","UGA","Uganda","Exports","Machinery and transport equipment","Transport equipment","Automotive products",37.004608
"UG","UGA","Uganda","Exports","Textiles",NA,NA,8.900628
"UG","UGA","Uganda","Imports","Chemicals","Pharmaceuticals",NA,373.250794
"UG","UGA","Uganda","Imports","Clothing",NA,NA,40.295238
"UG","UGA","Uganda","Imports","Fuels and mining products","Fuels",NA,1029.452666
"UG","UGA","Uganda","Imports","Iron and steel",NA,NA,276.041543
"UG","UGA","Uganda","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",57.159375
"UG","UGA","Uganda","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",31.907399
"UG","UGA","Uganda","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",203.773053
"UG","UGA","Uganda","Imports","Machinery and transport equipment","Transport equipment","Automotive products",432.522862
"UG","UGA","Uganda","Imports","Textiles",NA,NA,93.2542
"UA","UKR","Ukraine","Exports","Chemicals","Pharmaceuticals",NA,162.089203
"UA","UKR","Ukraine","Exports","Clothing",NA,NA,446.703098
"UA","UKR","Ukraine","Exports","Fuels and mining products","Fuels",NA,488.015617
"UA","UKR","Ukraine","Exports","Iron and steel",NA,NA,8397.668552
